INFORMATION_NEED	101-4
precision	0.571
recall	0.208
F1	0.305
prec@10	0.4
average_precision	1.0
recall_precision 
0.013	1.0
0.026	1.0
0.039	1.0
0.052	1.0
0.065	1.0
0.078	1.0
0.091	1.0
0.104	1.0
0.117	1.0
0.13	1.0
0.143	1.0
0.156	1.0
0.169	1.0
0.182	1.0
0.195	1.0
0.208	1.0
interpolated_recall_precision
0.0	1.0
0.1	1.0
0.2	1.0
0.3	0.0
0.4	0.0
0.5	0.0
0.6	0.0
0.7	0.0
0.8	0.0
0.9	0.0
1.0	0.0

INFORMATION_NEED	106-4
precision	0.68
recall	0.453
F1	0.544
prec@10	0.6
average_precision	1.0
recall_precision 
0.013	1.0
0.027	1.0
0.04	1.0
0.053	1.0
0.067	1.0
0.08	1.0
0.093	1.0
0.107	1.0
0.12	1.0
0.133	1.0
0.147	1.0
0.16	1.0
0.173	1.0
0.187	1.0
0.2	1.0
0.213	1.0
0.227	1.0
0.24	1.0
0.253	1.0
0.267	1.0
0.28	1.0
0.293	1.0
0.307	1.0
0.32	1.0
0.333	1.0
0.347	1.0
0.36	1.0
0.373	1.0
0.387	1.0
0.4	1.0
0.413	1.0
0.427	1.0
0.44	1.0
0.453	1.0
interpolated_recall_precision
0.0	1.0
0.1	1.0
0.2	1.0
0.3	1.0
0.4	1.0
0.5	0.0
0.6	0.0
0.7	0.0
0.8	0.0
0.9	0.0
1.0	0.0

INFORMATION_NEED	209-2
precision	0.1
recall	0.078
F1	0.088
prec@10	0.3
average_precision	0.728
recall_precision 
0.016	1.0
0.031	0.667
0.047	0.75
0.063	0.667
0.078	0.556
interpolated_recall_precision
0.0	1.0
0.1	0.0
0.2	0.0
0.3	0.0
0.4	0.0
0.5	0.0
0.6	0.0
0.7	0.0
0.8	0.0
0.9	0.0
1.0	0.0

INFORMATION_NEED	206-4
precision	0.87
recall	0.519
F1	0.65
prec@10	0.8
average_precision	1.0
recall_precision 
0.013	1.0
0.026	1.0
0.039	1.0
0.052	1.0
0.065	1.0
0.078	1.0
0.091	1.0
0.104	1.0
0.117	1.0
0.13	1.0
0.143	1.0
0.156	1.0
0.169	1.0
0.182	1.0
0.195	1.0
0.208	1.0
0.221	1.0
0.234	1.0
0.247	1.0
0.26	1.0
0.273	1.0
0.286	1.0
0.299	1.0
0.312	1.0
0.325	1.0
0.338	1.0
0.351	1.0
0.364	1.0
0.377	1.0
0.39	1.0
0.403	1.0
0.416	1.0
0.429	1.0
0.442	1.0
0.455	1.0
0.468	1.0
0.481	1.0
0.494	1.0
0.506	1.0
0.519	1.0
interpolated_recall_precision
0.0	1.0
0.1	1.0
0.2	1.0
0.3	1.0
0.4	1.0
0.5	1.0
0.6	0.0
0.7	0.0
0.8	0.0
0.9	0.0
1.0	0.0

INFORMATION_NEED	305-4
precision	0.02
recall	0.018
F1	0.019
prec@10	0.0
average_precision	0.5
recall_precision 
0.018	0.5
interpolated_recall_precision
0.0	0.5
0.1	0.0
0.2	0.0
0.3	0.0
0.4	0.0
0.5	0.0
0.6	0.0
0.7	0.0
0.8	0.0
0.9	0.0
1.0	0.0

TOTAL
precision	0.448
recall	0.255
F1	0.321
prec@10	0.42
MAP	0.846
interpolated_recall_precision
0.0	0.9
0.1	0.6
0.2	0.6
0.3	0.4
0.4	0.4
0.5	0.2
0.6	0.0
0.7	0.0
0.8	0.0
0.9	0.0
1.0	0.0
